flow,head,power,rpm,efficiency
0.9952466873533955,0.3221944857703298,0.987268347834636,0.6711348683976608,1.4741478422396692
0.918606795080512,0.36351193935597165,0.9881040161234822,0.6817845395087719,1.5338153486101096
0.8424605419217883,0.41215558333960617,0.9878582313326452,0.6980674342923977,1.5953043308698514
0.7719651699950517,0.4598948517160595,0.9886938996214913,0.7057976973099415,1.6297530782484044
0.7109184662106269,0.5039710588925995,0.9892837831195005,0.7210937500818714,1.643735418340959
0.6484118560264105,0.5449635492431498,0.9890379983286633,0.7369243420818713,1.6215592997942372
0.6004552056145016,0.5778001355747432,0.9896278818266725,0.7503700657777778,1.5911595936123952
0.5551822899944474,0.6122950611776099,0.9897261957430074,0.767557565754386,1.5588657159231822
0.5158477986197936,0.6433019528597275,0.9903652361991839,0.7807565789941521,1.5207872911262386
0.4791003680928296,0.6724686781748123,0.9912009044880302,0.7931332236725147,1.4752454583460168
0.44220491665502015,0.7098293864817877,0.9915941601533697,0.8161595394619884,1.436716210942363
0.3992077930294663,0.7523720990197452,0.9927247701912205,0.835978618385965,1.3731887749223992
0.3507530180212508,0.801681649042562,0.9951826180995919,0.8654605262222221,1.2824132236493146
0.31034083054131745,0.8495804411163421,0.9968539546772845,0.893379934128655,1.2004367935709712
0.2669528797739695,0.9047298776257408,0.9994592734601582,0.9233141447485379,1.0967707293672233
0.22471569125529287,0.9615708365113975,0.9978370938406331,0.9571957236023393,0.9828391514260804
0.1928999303097721,0.9753040181000238,0.9548247554441331,0.9662417762807018,0.8942847491378348
0.14811227303460336,0.9876906320082735,0.8873322518802536,0.9800164474385965,0.7482610259526364
0.12147925063174474,0.9957262472716586,0.850562847171017,0.9821134867836258,0.6454506780818031
0.08050224651832154,1.0027897607545728,0.7970309197266873,0.9949835525614035,0.45969537245554204
0.04747823832924761,0.9970150165109747,0.7403037900014746,0.9921463816608187,0.2902109089853203
0.0,0.9848234213426795,0.6615543430172541,0.9967927631345029,0.0
0.997634380323559,0.32301229971225215,0.9882514869979845,0.6768092105730994,1.4799614437210027
0.9234738973268415,0.36534319796326453,0.9887922135378263,0.6884868420116959,1.54863126555099
0.8421235405657562,0.4130235799280022,0.9885464287469891,0.6964226973567251,1.596912033340835
0.7725017753066181,0.4618283115667804,0.9887430565796588,0.7081825658011696,1.6376609866226661
0.7083099222642336,0.5055226410433258,0.9889396844123286,0.7246299342222222,1.6433177368829306
0.6478622664244191,0.5470809441327749,0.9890871552868309,0.7381167762339181,1.6263990889500943
0.6046374455604114,0.5804970108346238,0.9898736666175098,0.7520970395321638,1.6093209583481696
0.5549374771004332,0.615448476123702,0.9897753527011748,0.7677631578947368,1.566125395269457
0.5192398854738368,0.6461150369852224,0.9904143931573514,0.7802631578947369,1.5374052558109237
0.4825312897791443,0.6754172826450524,0.9904635501155189,0.7956825658011695,1.4934358160123946
0.4431023672013991,0.713486735835761,0.9907584918645235,0.8149671053099415,1.4482701549796202
0.39954266968342883,0.7556866016209811,0.9930688688983926,0.8356085526081871,1.3799168961207642
0.35385756186188116,0.803853170472286,0.9949859902669222,0.8655838815438597,1.297524761867374
0.3109569941414882,0.8527262402678475,0.9968047977191171,0.893379934128655,1.207333490827027
0.2658579499741259,0.9082266153117318,0.9985744482131444,0.9259046051929825,1.0974654018892358
0.22696150134281168,0.9645562279894186,0.9977387799242983,0.9584703947602339,0.9958416888607122
0.1924061731566085,0.9765368248487603,0.9519244949122548,0.9670641446549708,0.8958443009728749
0.14705381728695377,0.9819896657747347,0.878434842451949,0.9749177631812865,0.7461069357647614
0.11962639238808957,0.9761721506847517,0.8245096593422798,0.9760690790175439,0.642813637600557
0.07848850111239956,0.9707938357486621,0.7595733176031068,0.9787417762807018,0.4552927720111881
0.04668690484734252,0.964967888886101,0.708450081108981,0.9774259868070176,0.2886197862967575
0.0,0.9504901953784501,0.6345671729833358,0.9745065789005848,0.0
0.9960733144974561,0.3231465960900103,0.9878090743744776,0.6722450657309942,1.4789220698933396
0.922647270182781,0.36540018042633354,0.9868259352111292,0.6878289472748538,1.5505697759415287
0.8399314382249956,0.41369091392866947,0.987170033918301,0.698273026245614,1.5975529677903126
0.7690538560037471,0.46274077895571003,0.9892837831195005,0.7055921051695906,1.6326799069355022
0.7056540446772908,0.5056644852175047,0.9885464287469891,0.7221628289122807,1.6382667870073189
0.649607709174558,0.5477787413117894,0.9895295679103377,0.7416118420584795,1.6321308689134995
0.6036434391088716,0.5803407510492627,0.9894804109521702,0.7521792763508772,1.6068811715830154
0.5552402471453448,0.6160265965306384,0.9898736666175098,0.7710937500818713,1.568296024024894
0.5158176986738082,0.6463370509970604,0.9900702944501794,0.7822779606081871,1.5283283602962856
0.4843346896801804,0.6761345952976956,0.9911517475298628,0.7942845395087719,1.4995674091375555
0.44168755170108365,0.7131726523072219,0.9913483753625325,0.8173108552982455,1.4421517192330702
0.40085656183544044,0.7559758658189472,0.9930197119402251,0.8391036184327485,1.3850532456384228
0.3507723764178845,0.8045026889534735,0.9951334611414245,0.8651726974502923,1.2870605122317083
0.3112511473391175,0.8532415303694428,0.997247210342624,0.8918585527017544,1.208669400876188
