flow,head,power,rpm,efficiency
0.9937610484507615,0.3207859037626037,0.9878582313326452,0.6750822368187135,1.464637109451014
0.9125868058834417,0.3624179848621123,0.9868750921692965,0.6845394735906433,1.5210698198632582
0.837898216383436,0.4101256340913973,0.9868750921692965,0.6971628289122807,1.5804232260398738
0.769959923397408,0.45760242954727026,0.9874649756673056,0.70740131574269,1.6194298951095043
0.7008234164831553,0.5001225666941311,0.9879073882908125,0.7195723684678362,1.6102608456428664
0.6475466301280866,0.5412664889602598,0.9885955857051566,0.7378289472748538,1.6091292565369268
0.5996715446678477,0.5721207247598118,0.9890871552868309,0.7504523025964912,1.5743234707181333
0.5525392786589258,0.6054148027519402,0.9892837831195005,0.7678865132163742,1.5346972416356373
0.5131962884759937,0.6323638358826186,0.9894804109521702,0.780879934128655,1.4885750717419528
0.47709299679311634,0.6608620712282148,0.9911517475298628,0.7869243420818713,1.4437803555287823
0.436908388512633,0.6960093032370731,0.9901194514083468,0.8088404605380116,1.3939437399611323
0.39390040529872367,0.7371054907907023,0.9920857297350439,0.8313733552280702,1.328294216983029
0.3478525636183015,0.7852090933403344,0.9943961067689131,0.8587171052163742,1.2466614326055057
0.30697435815111257,0.8354496062532202,0.9970014255517868,0.8861430920233919,1.1674922060068067
0.2637174306780538,0.889698203060067,0.9983286634223074,0.9197779606081871,1.0666831122966942
0.2241338770052466,0.9463745383859506,0.99827950646414,0.9502055921403508,0.9643746944740961
0.19232460820493838,0.9678779383962456,0.9641645774959444,0.9625,0.8762573742985921
0.148642504239961,0.983907894036282,0.8995723344639434,0.9722039474152047,0.7378851639008267
0.12089731834269463,0.9890389676409648,0.8574448213144571,0.9792763156959065,0.6329236144961797
0.08069547636764711,1.0052185192460987,0.8122695767585902,0.9948190789239766,0.45324904127149523
0.04741650393022667,1.0018679776169077,0.7505284373002998,0.9953536183391813,0.287276620972162
0.0,0.9958916868094233,0.6822494224057415,0.9922697367953216,0.0
0.9907553032563655,0.32287140751239657,0.9877107604581429,0.6723684210526316,1.4699197260171
0.9121142957509736,0.36656009314116783,0.9871208769601337,0.6836759869005848,1.5372748364851825
0.8407836798328946,0.41172794287392483,0.9879073882908125,0.6928453947134503,1.590397896869466
0.7732489622010781,0.4604293173004537,0.988300643956152,0.7083470394385964,1.6350108804365606
0.7059118418617301,0.5044258986246623,0.9887430565796588,0.7243832237660819,1.6345259037926099
0.6470957211333255,0.5464706605933425,0.9886938996214913,0.7404194079064328,1.6233080200195178
0.6013890121740707,0.5779646911363506,0.9887430565796588,0.752549342128655,1.5955145179241883
0.555630956248135,0.6127629565575357,0.9895787248685051,0.7678453947134503,1.5615503704399092
0.5145811220693276,0.6417391510116189,0.9894312539940028,0.7840049341754387,1.514796074341538
0.4799978186392086,0.6686420133876149,0.9897753527011748,0.7953536183391814,1.471714948119832
0.44087166610637485,0.7044146925269131,0.9903160792410166,0.8145970395321637,1.423292544445074
0.39396485459483344,0.7461767861197247,0.9918399449442069,0.835773026245614,1.345194335559562
0.35037305046781214,0.7953537397189323,0.9941994789362434,0.8627467104561404,1.27216927123671
0.30971605009386466,0.8445250494703657,0.9968539546772845,0.8914884869239765,1.1908912988201563
0.2677450395289016,0.899531485836764,0.9980828786314702,0.9237253290292398,1.0952130443544232
0.22297674065036657,0.9563731247040805,0.9972963673007914,0.9585937500818713,0.9704878436552642
0.19282698220538408,0.9742795577317689,0.9612643169640663,0.9666118420584795,0.8870252532453268
0.14693566024408578,0.9797940049960973,0.8839404217667011,0.9754523025964913,0.7392075653511657
0.12015024948723857,0.9751192670831281,0.8322273017745662,0.9760690790175439,0.6389514589716396
0.07861728166561532,0.9718498472659195,0.7710268888561175,0.9753289472748538,0.4497540477371211
0.04671629655930468,0.9677902207621656,0.7176424322862901,0.9731085526081871,0.2859360656705075
0.0,0.9622371505395757,0.6490684756427272,0.970970394760234,0.0
0.9961034144434414,0.3223589053356053,0.9853020695079387,0.6773848684912281,1.4791155972831793
0.9192100924292615,0.36427277083482507,0.9877107604581429,0.6806743421754387,1.5386474403264037
0.841000517482993,0.4130235119298362,0.9873666617509709,0.6959292762573099,1.5966877360158296
0.7668124133593711,0.46062243209176157,0.9881040161234822,0.7054276315321637,1.6224038376292815
0.7109827974677329,0.504993343319544,0.9884972717888217,0.7247532895438596,1.6485293435078627
0.6485942262873806,0.5466981824566228,0.9881531730816497,0.7412006579649123,1.628635321337733
0.6061533024480346,0.5800121159132097,0.9890379983286633,0.7544819078362572,1.6133699905842156
0.5556267068439958,0.613158705883385,0.9890379983286633,0.7712171052163742,1.5634012133843236
0.5151994103715679,0.6428152219878325,0.9900702944501794,0.7787828947836257,1.5181786858329696
0.48134617818034847,0.6708094549273818,0.9905127070736862,0.7956825658011695,1.4795309769545026
0.44166606860238045,0.7062944338265308,0.9906601779481885,0.8125411185029239,1.4291655004635584
0.3956716985907087,0.7477575394836451,0.9920857297350439,0.8380345394152048,1.3535490421348038
0.3493961596718327,0.7971036045215789,0.9939536941454062,0.8674753289356726,1.2717277812150707
0.3089366385513498,0.8469848151255664,0.9970997394681217,0.8921052631578947,1.1910605736818431
0.2671031434258885,0.9025455725408175,0.9987219190876467,0.9245065789005847,1.0955468848451855
0.22186670185802834,0.9448700789642303,0.975568991790788,0.9502878289590643,0.9752897200602318
0.18804994371900294,0.9406125777975516,0.9097969817627686,0.9476151315087719,0.8824028628437603
0.14236908530159437,0.9299509413632095,0.8186108243621885,0.9486430920233919,0.7340500300893203
0.11626416940202385,0.924787432633367,0.7691097674875879,0.9497121710409357,0.6344930895130043
0.07774780636315218,0.9223759456759931,0.7140048173819004,0.9492598684444444,0.4558504434350993
0.04546638154738746,0.9193281998797929,0.667846433662685,0.9497532895438596,0.2840611060015012
0.0,0.9132316883149028,0.5910141080469941,0.9463815788538011,0.0
0.9882691657569793,0.3220326501353606,0.987170033918301,0.674177631625731,1.4632232674619379
0.9216081728317651,0.36435253268348844,0.9859902669222829,0.6808388158128655,1.5456917640828918
0.8391863760326052,0.41146499396618275,0.986924249127464,0.6970805920935672,1.5879429962225091
0.7675917068628821,0.4608743652966192,0.9875632895836406,0.705715460491228,1.625830623121454
0.7090805989204625,0.5053913365848697,0.988300643956152,0.7229029604678362,1.6457419068977321
0.6492534741239617,0.5469059168536107,0.9884481148306543,0.7394325657076023,1.6304235408803542
0.6035791078517657,0.578877566514276,0.9889888413704959,0.7544407895204679,1.603455594904429
0.5539477200530326,0.6135979060372784,0.9888905274541611,0.7696134867836258,1.5600260192098208
0.5159357376776723,0.642916607253269,0.9892346261613332,0.7827713815204679,1.5218728058379136
0.4804080041776364,0.6712598747786575,0.990021137492012,0.7946546052865497,1.4783724670233767
0.4386453324544936,0.7071076238931684,0.9899719805338445,0.8128289472748538,1.422012912535505
0.3963093452895827,0.7487463688129403,0.9914466892788674,0.8364720394853801,1.3583981655110582
0.35100845442561274,0.798690273725937,0.9953792459322617,0.8631167762339181,1.2783059255689961
0.3085631631431237,0.846975295382333,0.9967064838027822,0.8918585527017544,1.1900766880665965
